run_id,model_name,slice_type,slice_value,n_items,LWA,VRS,TC,FMT,FLP,metrics_freeze_status,score_origin,paper_use
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,target_language_source,selected_response_channel.locale,6,0.666667,0.5,1.0,0.5,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,target_language_source,service_record.support_locale,9,0.333333,0.111111,0.666667,0.666667,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,target_language_source,template_metadata.visible_note_locale,9,0.222222,0.222222,1.0,0.666667,0.666667,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,target_language_source,template_policy->public_values_locale,6,0.333333,0.0,1.0,0.5,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,target_language_source,user_visible_values_locale,9,0.444444,0.0,1.0,0.666667,0.111111,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,accepted_answer_reply_box.locale,3,0.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,accommodation_card.student_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,account_holder.locale_code,3,0.666667,0.333333,0.666667,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,account_owner.locale_code,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,account_profile.billing_notice_locale,3,0.0,0.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,accounts_receivable_customer_portal.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,activation_packet.visible_checklist.locale,3,1.0,0.0,1.0,0.0,0.666667,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_311_chat_surface.visible_locale,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_admissions_portal.visible_locale,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_benefits_upload_session.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_campus_housing_message.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_contract.operational_notice_locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_dental_portal.patient_message_locale,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_energy_assistance_portal.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_housing_application_portal.reply_locale,3,0.0,0.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_licensee_portal.reply_locale,3,1.0,0.333333,0.333333,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_member.notice_locale,3,0.333333,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_outbound_surface,117,0.811966,0.735043,0.91453,0.974359,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_parent_portal.message_locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_school_meal_portal.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_telehealth_visit_surface.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,active_vendor_portal_thread.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,admin_console.admin_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,admin_notification_drawer.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,admissions_status.public_message.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,affected_resident_notice.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,aid_portal_update.student_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,answer_channel_rule->launch_accessibility_locale,9,0.222222,0.111111,1.0,0.666667,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,api_deprecation.developer_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,applicant_profile.financial_aid_locale,3,0.0,0.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,applicant_profile.locale_code,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,applicant_statutory_notice.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,asn_form.visible_values.locale,3,0.666667,0.0,1.0,0.0,0.333333,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,assignee_profile.customer_message_locale,3,0.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,audit_confirmation.client_visible_message.locale,3,0.666667,0.0,0.666667,0.0,0.666667,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,authorized_distributor_locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,backup_admin_profile.communication_locale,3,0.0,0.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,bank_mobile_secure_message.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,beneficiary_update.visible_error.locale,3,0.666667,0.0,0.666667,0.0,0.666667,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,benefit_eligibility.household_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,benefits_correspondence_policy.household_notice_locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,benefits_live_chat.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,bidder_statutory_notice.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_adjustment.billing_contact_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_adjustment.customer_explanation.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_admin.statement_locale,3,0.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_admin_profile.invoice_locale,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_contact.locale_code,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_contact.template_locale,3,1.0,0.0,0.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_contact_locale,3,0.333333,0.333333,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_payload.payer_visible.locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,billing_portal.active_notice_locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,borrower_contact.reply_locale,3,0.666667,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,borrower_profile.locale_code,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,borrower_profile.preferred_notice_locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,branded_case_reply_composer.locale,3,0.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,breach_notice.recipient_visible.locale,3,1.0,0.333333,1.0,0.333333,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,broker_claim_portal_thread.locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,broker_contact.statement_locale,3,0.0,0.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,broker_packet.external_instruction.locale,3,1.0,0.333333,1.0,0.333333,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,broker_profile.notice_locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,brokerage_client_portal.notice_locale,3,0.666667,0.666667,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,buyer_case_profile.locale_code,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,buyer_contact.correspondence_locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,buyer_contact.quote_locale,3,0.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,buyer_notice_locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,cardholder.notice_locale,3,1.0,0.666667,0.666667,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,cardholder_dispute_notice.locale,3,1.0,1.0,1.0,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,carrier_contact.portal_locale,3,0.333333,0.333333,0.666667,1.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,carrier_notifications[driver_visible].locale,3,1.0,0.0,1.0,0.0,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
anthropic_sonnet46_main_v1,Claude Sonnet 4.6,selected_warrant_field,case_docket_outbound.locale,6,1.0,0.5,0.833333,0.5,1.0,FINAL_METRICS_FREEZE_APPROVED,v0.2k_B_audit_guided_scorer_repair,all_runs_or_slice
